campaignID;profilID;siteID;insurer;prix;death;authonomyloss;disability;tempincapacity;date_extraction;date_aspiration;flag_parsing;wrong_price;id;status;year;month;week;type
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_57;FURETS_LOAN;metlife;4870;YES;YES;YES;YES;09/03/2018;09/03/2018;;;57;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_58;FURETS_LOAN;Groupe AXA;106493;YES;YES;NO;NO;09/03/2018;09/03/2018;;;58;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_59;FURETS_LOAN;Groupe AXA;107963;YES;YES;YES;NO;09/03/2018;09/03/2018;;;59;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_60;FURETS_LOAN;Groupe AXA;109216;YES;YES;YES;YES;09/03/2018;09/03/2018;;;60;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_61;FURETS_LOAN;Groupe AXA;2165;YES;YES;NO;NO;09/03/2018;09/03/2018;;;61;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_62;FURETS_LOAN;bnp;2511;YES;YES;NO;NO;09/03/2018;09/03/2018;;;62;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_63;FURETS_LOAN;april;2528;YES;YES;NO;NO;09/03/2018;09/03/2018;;;63;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_64;FURETS_LOAN;metlife;2782;YES;YES;NO;NO;09/03/2018;09/03/2018;;;64;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_65;FURETS_LOAN;Groupe AXA;2973;YES;YES;YES;NO;09/03/2018;09/03/2018;;;65;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_66;FURETS_LOAN;bnp;3610;YES;YES;YES;YES;09/03/2018;09/03/2018;;;66;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_67;FURETS_LOAN;Groupe AXA;3670;YES;YES;YES;YES;09/03/2018;09/03/2018;;;67;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_68;FURETS_LOAN;april;4133;YES;YES;YES;YES;09/03/2018;09/03/2018;;;68;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_69;FURETS_LOAN;metlife;4802;YES;YES;YES;YES;09/03/2018;09/03/2018;;;69;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_70;FURETS_LOAN;Groupe AXA;9417;YES;YES;NO;NO;09/03/2018;09/03/2018;;;70;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_71;FURETS_LOAN;april;10456;YES;YES;NO;NO;09/03/2018;09/03/2018;;;71;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_72;FURETS_LOAN;swisslife;10674;YES;YES;NO;NO;09/03/2018;09/03/2018;;;72;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_73;FURETS_LOAN;metlife;11107;YES;YES;NO;NO;09/03/2018;09/03/2018;;;73;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_74;FURETS_LOAN;swisslife;12551;YES;YES;YES;NO;09/03/2018;09/03/2018;;;74;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_75;FURETS_LOAN;Groupe AXA;12952;YES;YES;YES;NO;09/03/2018;09/03/2018;;;75;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_76;FURETS_LOAN;bnp;13121;YES;YES;NO;NO;09/03/2018;09/03/2018;;;76;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_77;FURETS_LOAN;april;14463;YES;YES;YES;YES;09/03/2018;09/03/2018;;;77;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_78;FURETS_LOAN;Groupe AXA;15271;YES;YES;YES;YES;09/03/2018;09/03/2018;;;78;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_79;FURETS_LOAN;swisslife;15371;YES;YES;YES;YES;09/03/2018;09/03/2018;;;79;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_80;FURETS_LOAN;metlife;16032;YES;YES;YES;YES;09/03/2018;09/03/2018;;;80;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_81;FURETS_LOAN;bnp;19434;YES;YES;YES;YES;09/03/2018;09/03/2018;;;81;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_82;FURETS_LOAN;magnolia;21135;YES;YES;YES;YES;09/03/2018;09/03/2018;;;82;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_83;FURETS_LOAN;magnolia;28811;YES;YES;YES;YES;09/03/2018;09/03/2018;;;83;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_84;FURETS_LOAN;Groupe AXA;794;YES;YES;NO;NO;09/03/2018;09/03/2018;;;84;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_85;FURETS_LOAN;swisslife;1009;YES;YES;NO;NO;09/03/2018;09/03/2018;;;85;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_86;FURETS_LOAN;Groupe AXA;1182;YES;YES;YES;NO;09/03/2018;09/03/2018;;;86;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_87;FURETS_LOAN;bnp;1203;YES;YES;NO;NO;09/03/2018;09/03/2018;;;87;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_88;FURETS_LOAN;swisslife;1292;YES;YES;YES;NO;09/03/2018;09/03/2018;;;88;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_89;FURETS_LOAN;metlife;1304;YES;YES;NO;NO;09/03/2018;09/03/2018;;;89;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_90;FURETS_LOAN;april;1695;YES;YES;NO;NO;09/03/2018;09/03/2018;;;90;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_91;FURETS_LOAN;swisslife;1699;YES;YES;YES;YES;09/03/2018;09/03/2018;;;91;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_92;FURETS_LOAN;bnp;1715;YES;YES;YES;YES;09/03/2018;09/03/2018;;;92;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_93;FURETS_LOAN;Groupe AXA;1725;YES;YES;YES;YES;09/03/2018;09/03/2018;;;93;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_94;FURETS_LOAN;april;1768;YES;YES;YES;YES;09/03/2018;09/03/2018;;;94;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_95;FURETS_LOAN;metlife;2078;YES;YES;YES;YES;09/03/2018;09/03/2018;;;95;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_96;FURETS_LOAN;april;2477;YES;YES;YES;YES;09/03/2018;09/03/2018;;;96;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_97;FURETS_LOAN;swisslife;4684;YES;YES;NO;NO;09/03/2018;09/03/2018;;;97;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_98;FURETS_LOAN;Groupe AXA;4852;YES;YES;NO;NO;09/03/2018;09/03/2018;;;98;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_99;FURETS_LOAN;metlife;4867;YES;YES;NO;NO;09/03/2018;09/03/2018;;;99;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_100;FURETS_LOAN;april;5686;YES;YES;NO;NO;09/03/2018;09/03/2018;;;100;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_101;FURETS_LOAN;Groupe AXA;6366;YES;YES;YES;NO;09/03/2018;09/03/2018;;;101;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_102;FURETS_LOAN;swisslife;6764;YES;YES;YES;NO;09/03/2018;09/03/2018;;;102;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_103;FURETS_LOAN;magnolia;7439;YES;YES;YES;YES;09/03/2018;09/03/2018;;;103;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_104;FURETS_LOAN;Groupe AXA;7576;YES;YES;YES;YES;09/03/2018;09/03/2018;;;104;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_105;FURETS_LOAN;magnolia;8692;YES;YES;YES;YES;09/03/2018;09/03/2018;;;105;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_106;FURETS_LOAN;metlife;9134;YES;YES;YES;YES;09/03/2018;09/03/2018;;;106;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_107;FURETS_LOAN;swisslife;9517;YES;YES;YES;YES;09/03/2018;09/03/2018;;;107;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_108;FURETS_LOAN;april;10940;YES;YES;YES;YES;09/03/2018;09/03/2018;;;108;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_109;FURETS_LOAN;april;7526;YES;YES;NO;NO;09/03/2018;09/03/2018;;;109;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_110;FURETS_LOAN;Groupe AXA;7702;YES;YES;NO;NO;09/03/2018;09/03/2018;;;110;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_111;FURETS_LOAN;swisslife;8330;YES;YES;NO;NO;09/03/2018;09/03/2018;;;111;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_112;FURETS_LOAN;metlife;8916;YES;YES;NO;NO;09/03/2018;09/03/2018;;;112;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_113;FURETS_LOAN;bnp;10494;YES;YES;NO;NO;09/03/2018;09/03/2018;;;113;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_114;FURETS_LOAN;Groupe AXA;10892;YES;YES;YES;NO;09/03/2018;09/03/2018;;;114;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_115;FURETS_LOAN;swisslife;10993;YES;YES;YES;NO;09/03/2018;09/03/2018;;;115;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_116;FURETS_LOAN;april;11790;YES;YES;YES;YES;09/03/2018;09/03/2018;;;116;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_117;FURETS_LOAN;Groupe AXA;12749;YES;YES;YES;YES;09/03/2018;09/03/2018;;;117;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_118;FURETS_LOAN;magnolia;13042;YES;YES;YES;YES;09/03/2018;09/03/2018;;;118;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_119;FURETS_LOAN;swisslife;14410;YES;YES;YES;YES;09/03/2018;09/03/2018;;;119;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_120;FURETS_LOAN;magnolia;14665;YES;YES;YES;YES;09/03/2018;09/03/2018;;;120;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_121;FURETS_LOAN;metlife;15655;YES;YES;YES;YES;09/03/2018;09/03/2018;;;121;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_122;FURETS_LOAN;bnp;17411;YES;YES;YES;YES;09/03/2018;09/03/2018;;;122;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_123;FURETS_LOAN;Groupe AXA;5253;YES;YES;NO;NO;09/03/2018;09/03/2018;;;123;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_124;FURETS_LOAN;april;5452;YES;YES;NO;NO;09/03/2018;09/03/2018;;;124;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_125;FURETS_LOAN;bnp;5737;YES;YES;NO;NO;09/03/2018;09/03/2018;;;125;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_126;FURETS_LOAN;metlife;5766;YES;YES;NO;NO;09/03/2018;09/03/2018;;;126;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_127;FURETS_LOAN;april;7144;YES;YES;YES;YES;09/03/2018;09/03/2018;;;127;OK;2018;3;10;TEST
FL_FURETS_LOAN_FUR2017_Y17W10_TEST_716UE3Y28R;FUR2018_128;FURETS_LOAN;Groupe AXA;7407;YES;YES;YES;NO;09/03/2018;09/03/2018;;;128;OK;2018;3;10;TEST
